id,workorder_no,combined_json
1131,4000480967,"{""cceb.train_no"": ""25"", ""cceb.location"": ""BRICKFIELDS DEPOT"", ""cceb.frequency"": ""WEEKLY"", ""cceb.date"": ""18/08/2022"", ""cceb.current_collector.ca"": ""9"", ""cceb.current_collector.cb"": ""10"", ""cceb.current_collector.cc"": ""10"", ""cceb.current_collector.cd"": ""11"", ""cceb.current_collector.ce"": ""9"", ""cceb.current_collector.cf"": ""9"", ""cceb.earthing.e1"": ""-"", ""cceb.earthing.e2"": ""10"", ""cceb.earthing.e3"": ""9"", ""cceb.earthing.e4"": ""-"", ""cceb.technician_detail.technician_id"": ""10475"", ""cceb.technician_detail.technician_date"": ""18/08/2022"", ""cceb.supervisor_detail.supervisor_id"": ""7192"", ""cceb.supervisor_detail.supervisor_date"": ""18/08/2022"", ""tyre_pressure.eca1.bogie1.bogie_sn"": ""254"", ""tyre_pressure.eca1.bogie1.top_guide_wheel.a.before"": ""11.0"", ""tyre_pressure.eca1.bogie1.top_guide_wheel.a.after"": ""11.0"", ""tyre_pressure.eca1.bogie1.top_guide_wheel.b.before"": ""9.8"", ""tyre_pressure.eca1.bogie1.top_guide_wheel.b.after"": ""9.8"", ""tyre_pressure.eca1.bogie1.top_guide_wheel.c.before"": ""9.7"", ""tyre_pressure.eca1.bogie1.top_guide_wheel.c.after"": ""9.7"", ""tyre_pressure.eca1.bogie2.bogie_sn"": ""247"", ""tyre_pressure.eca1.bogie2.top_guide_wheel.a.before"": ""11.6"", ""tyre_pressure.eca1.bogie2.top_guide_wheel.a.after"": ""11.6"", ""tyre_pressure.eca1.bogie2.top_guide_wheel.b.before"": ""10.0"", ""tyre_pressure.eca1.bogie2.top_guide_wheel.b.after"": ""10.0"", ""tyre_pressure.eca1.bogie2.top_guide_wheel.c.before"": ""9.9"", ""tyre_pressure.eca1.bogie2.top_guide_wheel.c.after"": ""9.9"", ""tyre_pressure.ica2.bogie1.bogie_sn"": ""299"", ""tyre_pressure.ica2.bogie1.top_guide_wheel.a.before"": ""11.0"", ""tyre_pressure.ica2.bogie1.top_guide_wheel.a.after"": ""11.0"", ""tyre_pressure.ica2.bogie1.top_guide_wheel.b.before"": ""9.5"", ""tyre_pressure.ica2.bogie1.top_guide_wheel.b.after"": ""9.5"", ""tyre_pressure.ica2.bogie1.top_guide_wheel.c.before"": ""7"", ""tyre_pressure.ica2.bogie1.top_guide_wheel.c.after"": ""7"", ""tyre_pressure.ica2.bogie2.bogie_sn"": ""201"", ""tyre_pressure.ica2.bogie2.top_guide_wheel.a.before"": ""10.9"", ""tyre_pressure.ica2.bogie2.top_guide_wheel.a.after"": ""10.9"", ""tyre_pressure.ica2.bogie2.top_guide_wheel.b.before"": ""10.0"", ""tyre_pressure.ica2.bogie2.top_guide_wheel.b.after"": ""10.0"", ""tyre_pressure.ica2.bogie2.top_guide_wheel.c.before"": ""10.0"", ""tyre_pressure.ica2.bogie2.top_guide_wheel.c.after"": ""10.0"", ""tyre_pressure.ica3.bogie1.bogie_sn"": ""256"", ""tyre_pressure.ica3.bogie1.top_guide_wheel.a.before"": ""11.7"", ""tyre_pressure.ica3.bogie1.top_guide_wheel.a.after"": ""11.7"", ""tyre_pressure.ica3.bogie1.top_guide_wheel.b.before"": ""10.0"", ""tyre_pressure.ica3.bogie1.top_guide_wheel.b.after"": ""10.0"", ""tyre_pressure.ica3.bogie1.top_guide_wheel.c.before"": ""10.4"", ""tyre_pressure.ica3.bogie1.top_guide_wheel.c.after"": ""10.4"", ""tyre_pressure.ica3.bogie2.bogie_sn"": ""235"", ""tyre_pressure.ica3.bogie2.top_guide_wheel.a.before"": ""11.8"", ""tyre_pressure.ica3.bogie2.top_guide_wheel.a.after"": ""11.8"", ""tyre_pressure.ica3.bogie2.top_guide_wheel.b.before"": ""10.3"", ""tyre_pressure.ica3.bogie2.top_guide_wheel.b.after"": ""10.3"", ""tyre_pressure.ica3.bogie2.top_guide_wheel.c.before"": ""10.2"", ""tyre_pressure.ica3.bogie2.top_guide_wheel.c.after"": ""10.2"", ""tyre_pressure.eca4.bogie1.bogie_sn"": ""213"", ""tyre_pressure.eca4.bogie1.top_guide_wheel.a.before"": ""12.0"", ""tyre_pressure.eca4.bogie1.top_guide_wheel.a.after"": ""12.0"", ""tyre_pressure.eca4.bogie1.top_guide_wheel.b.before"": ""7.5"", ""tyre_pressure.eca4.bogie1.top_guide_wheel.b.after"": ""7.5"", ""tyre_pressure.eca4.bogie1.top_guide_wheel.c.before"": ""10.0"", ""tyre_pressure.eca4.bogie1.top_guide_wheel.c.after"": ""10.0"", ""tyre_pressure.eca4.bogie2.bogie_sn"": ""224"", ""tyre_pressure.eca4.bogie2.top_guide_wheel.a.before"": ""11"", ""tyre_pressure.eca4.bogie2.top_guide_wheel.a.after"": ""11"", ""tyre_pressure.eca4.bogie2.top_guide_wheel.b.before"": ""10.0"", ""tyre_pressure.eca4.bogie2.top_guide_wheel.b.after"": ""10.0"", ""tyre_pressure.eca4.bogie2.top_guide_wheel.c.before"": ""10.0"", ""tyre_pressure.eca4.bogie2.top_guide_wheel.c.after"": ""10.0"", ""tyre_pressure.approval_date"": ""18/08/2022"", ""tyre_pressure.technician_id"": ""KHARUL &Q"", ""tyre_pressure.supervisor_id"": ""FAZLY""}"
