system|sub_system|sub_sub_system|root_cause|department
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|UTP Modular Connector/RJ45|PLC hang|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING 24VDC|SFP issue|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING 24VDC|System intermittent|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING 24VDC|Cable interface card PLC faulty|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING 24VDC|Self-refresh due to system bugs|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING 24VDC|PLC hang|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|TBQC|SFP issue|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|TBQC|System intermittent|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|TBQC|Cable interface card PLC faulty|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|TBQC|Self-refresh due to system bugs|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|TBQC|PLC hang|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|TBQC|SFP issue|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|TBQC|System intermittent|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|TBQC|Cable interface card PLC faulty|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|TBQC|Self-refresh due to system bugs|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|TBQC|PLC hang|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|CONNECTOR CABLE TBQC|SFP issue|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|CONNECTOR CABLE TBQC|System intermittent|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|CONNECTOR CABLE TBQC|Cable interface card PLC faulty|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|CONNECTOR CABLE TBQC|Self-refresh due to system bugs|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|CONNECTOR CABLE TBQC|PLC hang|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|MODULER TERMINAL BLADE|SFP issue|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|MODULER TERMINAL BLADE|System intermittent|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|MODULER TERMINAL BLADE|Cable interface card PLC faulty|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|MODULER TERMINAL BLADE|Self-refresh due to system bugs|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|MODULER TERMINAL BLADE|PLC hang|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|CABLE I/O|SFP issue|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|CABLE I/O|System intermittent|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|CABLE I/O|Cable interface card PLC faulty|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|CABLE I/O|Self-refresh due to system bugs|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|CABLE I/O|PLC hang|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|CABLE I/O|SFP issue|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|CABLE I/O|System intermittent|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|CABLE I/O|Cable interface card PLC faulty|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|CABLE I/O|Self-refresh due to system bugs|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|CABLE I/O|PLC hang|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING 24VDC|SFP issue|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING 24VDC|System intermittent|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING 24VDC|Cable interface card PLC faulty|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING 24VDC|Self-refresh due to system bugs|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING 24VDC|PLC hang|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING 24VDC|SFP issue|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING 24VDC|System intermittent|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING 24VDC|Cable interface card PLC faulty|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING 24VDC|Self-refresh due to system bugs|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING 24VDC|PLC hang|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING 24VDC|SFP issue|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING 24VDC|System intermittent|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING 24VDC|Cable interface card PLC faulty|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING 24VDC|Self-refresh due to system bugs|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING 24VDC|PLC hang|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|NETWORK FIBER CONVERTER TO RJ45 (HTZ,MKZ,TSZ,BFN)|SFP issue|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|NETWORK FIBER CONVERTER TO RJ45 (HTZ,MKZ,TSZ,BFN)|System intermittent|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|NETWORK FIBER CONVERTER TO RJ45 (HTZ,MKZ,TSZ,BFN)|Cable interface card PLC faulty|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|NETWORK FIBER CONVERTER TO RJ45 (HTZ,MKZ,TSZ,BFN)|Self-refresh due to system bugs|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|NETWORK FIBER CONVERTER TO RJ45 (HTZ,MKZ,TSZ,BFN)|PLC hang|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING CONVERTER RX/TX 12VDC|SFP issue|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING CONVERTER RX/TX 12VDC|System intermittent|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING CONVERTER RX/TX 12VDC|Cable interface card PLC faulty|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING CONVERTER RX/TX 12VDC|Self-refresh due to system bugs|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER SUPPLY INCOMING CONVERTER RX/TX 12VDC|PLC hang|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|NETWORK FIBER CONVERTER TO RJ45 (SSZ)|SFP issue|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|NETWORK FIBER CONVERTER TO RJ45 (SSZ)|System intermittent|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|NETWORK FIBER CONVERTER TO RJ45 (SSZ)|Cable interface card PLC faulty|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|NETWORK FIBER CONVERTER TO RJ45 (SSZ)|Self-refresh due to system bugs|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|NETWORK FIBER CONVERTER TO RJ45 (SSZ)|PLC hang|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER ADAPTER CONVERTER FIBER (SSZ)|SFP issue|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER ADAPTER CONVERTER FIBER (SSZ)|System intermittent|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER ADAPTER CONVERTER FIBER (SSZ)|Cable interface card PLC faulty|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER ADAPTER CONVERTER FIBER (SSZ)|Self-refresh due to system bugs|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|POWER ADAPTER CONVERTER FIBER (SSZ)|PLC hang|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|FIBER CABLE|SFP issue|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|FIBER CABLE|System intermittent|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|FIBER CABLE|Cable interface card PLC faulty|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|FIBER CABLE|Self-refresh due to system bugs|WS20
Supervisory Control and Data Acquisition (SCADA)|PROGRAMMABLE LOGIC CONTROL (PLC)|FIBER CABLE|PLC hang|WS20
PABX|NEAX® 2000 IPS|DIGITAL CARD|Cordless phone broken|WS20
PABX|NEAX® 2000 IPS|DIGITAL CARD|Intermittent|WS20
PABX|NEAX® 2000 IPS|DIGITAL CARD|Connector port loose|WS20
PABX|NEAX® 2000 IPS|DIGITAL CARD|Battery issue|WS20
PABX|NEAX® 2000 IPS|DIGITAL CARD|Cable RJ11 loose|WS20
PABX|NEAX® 2000 IPS|DIGITAL CARD|Cable power loose|WS20
PABX|NEAX® 2000 IPS|DIGITAL CARD|Fuse blow|WS20
PABX|NEAX® 2000 IPS|DIGITAL CARD|UTP cable loose / broken|WS20
PABX|NEAX® 2000 IPS|DIGITAL CARD|No power|WS20
PABX|NEAX® 2000 IPS|DIGITAL CARD|Power supply burst / broken|WS20
PABX|NEAX® 2000 IPS|DIGITAL CARD|Cable phone loose|WS20
PABX|NEAX® 2000 IPS|ANALOG CARD|Cordless phone broken|WS20
PABX|NEAX® 2000 IPS|ANALOG CARD|Intermittent|WS20
PABX|NEAX® 2000 IPS|ANALOG CARD|Connector port loose|WS20
PABX|NEAX® 2000 IPS|ANALOG CARD|Battery issue|WS20
PABX|NEAX® 2000 IPS|ANALOG CARD|Cable RJ11 loose|WS20
PABX|NEAX® 2000 IPS|ANALOG CARD|Cable power loose|WS20
PABX|NEAX® 2000 IPS|ANALOG CARD|Fuse blow|WS20
PABX|NEAX® 2000 IPS|ANALOG CARD|UTP cable loose / broken|WS20
PABX|NEAX® 2000 IPS|ANALOG CARD|No power|WS20
PABX|NEAX® 2000 IPS|ANALOG CARD|Power supply burst / broken|WS20
PABX|NEAX® 2000 IPS|ANALOG CARD|Cable phone loose|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Cordless phone broken|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Intermittent|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Connector port loose|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Battery issue|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Cable RJ11 loose|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Cable power loose|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Fuse blow|WS20
PABX|NEAX® 2000 IPS|E1 CARD|UTP cable loose / broken|WS20
PABX|NEAX® 2000 IPS|E1 CARD|No power|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Power supply burst / broken|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Cable phone loose|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Cordless phone broken|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Intermittent|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Connector port loose|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Battery issue|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Cable RJ11 loose|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Cable power loose|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Fuse blow|WS20
PABX|NEAX® 2000 IPS|E1 CARD|UTP cable loose / broken|WS20
PABX|NEAX® 2000 IPS|E1 CARD|No power|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Power supply burst / broken|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Cable phone loose|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Cordless phone broken|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Intermittent|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Connector port loose|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Battery issue|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Cable RJ11 loose|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Cable power loose|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Fuse blow|WS20
PABX|NEAX® 2000 IPS|E1 CARD|UTP cable loose / broken|WS20
PABX|NEAX® 2000 IPS|E1 CARD|No power|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Power supply burst / broken|WS20
PABX|NEAX® 2000 IPS|E1 CARD|Cable phone loose|WS20
PABX|NEAX® 2000 IPS|ISDN CARD|Cordless phone broken|WS20
PABX|NEAX® 2000 IPS|ISDN CARD|Intermittent|WS20
PABX|NEAX® 2000 IPS|ISDN CARD|Connector port loose|WS20
PABX|NEAX® 2000 IPS|ISDN CARD|Battery issue|WS20
PABX|NEAX® 2000 IPS|ISDN CARD|Cable RJ11 loose|WS20
PABX|NEAX® 2000 IPS|ISDN CARD|Cable power loose|WS20
PABX|NEAX® 2000 IPS|ISDN CARD|Fuse blow|WS20
PABX|NEAX® 2000 IPS|ISDN CARD|UTP cable loose / broken|WS20
PABX|NEAX® 2000 IPS|ISDN CARD|No power|WS20
PABX|NEAX® 2000 IPS|ISDN CARD|Power supply burst / broken|WS20
PABX|NEAX® 2000 IPS|ISDN CARD|Cable phone loose|WS20
PABX|NEAX® 2000 IPS|MAIN PROCESSOR CARD|Cordless phone broken|WS20
PABX|NEAX® 2000 IPS|MAIN PROCESSOR CARD|Intermittent|WS20
PABX|NEAX® 2000 IPS|MAIN PROCESSOR CARD|Connector port loose|WS20
PABX|NEAX® 2000 IPS|MAIN PROCESSOR CARD|Battery issue|WS20
PABX|NEAX® 2000 IPS|MAIN PROCESSOR CARD|Cable RJ11 loose|WS20
PABX|NEAX® 2000 IPS|MAIN PROCESSOR CARD|Cable power loose|WS20
PABX|NEAX® 2000 IPS|MAIN PROCESSOR CARD|Fuse blow|WS20
PABX|NEAX® 2000 IPS|MAIN PROCESSOR CARD|UTP cable loose / broken|WS20
PABX|NEAX® 2000 IPS|MAIN PROCESSOR CARD|No power|WS20
PABX|NEAX® 2000 IPS|MAIN PROCESSOR CARD|Power supply burst / broken|WS20
PABX|NEAX® 2000 IPS|MAIN PROCESSOR CARD|Cable phone loose|WS20
PABX|NEAX® 2000 IPS|POWER SUPPLY|Cordless phone broken|WS20
PABX|NEAX® 2000 IPS|POWER SUPPLY|Intermittent|WS20
PABX|NEAX® 2000 IPS|POWER SUPPLY|Connector port loose|WS20
PABX|NEAX® 2000 IPS|POWER SUPPLY|Battery issue|WS20
PABX|NEAX® 2000 IPS|POWER SUPPLY|Cable RJ11 loose|WS20
PABX|NEAX® 2000 IPS|POWER SUPPLY|Cable power loose|WS20
PABX|NEAX® 2000 IPS|POWER SUPPLY|Fuse blow|WS20
PABX|NEAX® 2000 IPS|POWER SUPPLY|UTP cable loose / broken|WS20
PABX|NEAX® 2000 IPS|POWER SUPPLY|No power|WS20
PABX|NEAX® 2000 IPS|POWER SUPPLY|Power supply burst / broken|WS20
PABX|NEAX® 2000 IPS|POWER SUPPLY|Cable phone loose|WS20
PABX|NEAX® 2000 IPS|MAIN BATTERY|Cordless phone broken|WS20
PABX|NEAX® 2000 IPS|MAIN BATTERY|Intermittent|WS20
PABX|NEAX® 2000 IPS|MAIN BATTERY|Connector port loose|WS20
PABX|NEAX® 2000 IPS|MAIN BATTERY|Battery issue|WS20
PABX|NEAX® 2000 IPS|MAIN BATTERY|Cable RJ11 loose|WS20
PABX|NEAX® 2000 IPS|MAIN BATTERY|Cable power loose|WS20
PABX|NEAX® 2000 IPS|MAIN BATTERY|Fuse blow|WS20
PABX|NEAX® 2000 IPS|MAIN BATTERY|UTP cable loose / broken|WS20
PABX|NEAX® 2000 IPS|MAIN BATTERY|No power|WS20
PABX|NEAX® 2000 IPS|MAIN BATTERY|Power supply burst / broken|WS20
PABX|NEAX® 2000 IPS|MAIN BATTERY|Cable phone loose|WS20
PABX|NEAX® 2000 IPS|BATTERY BACKUP|Cordless phone broken|WS20
PABX|NEAX® 2000 IPS|BATTERY BACKUP|Intermittent|WS20
PABX|NEAX® 2000 IPS|BATTERY BACKUP|Connector port loose|WS20
PABX|NEAX® 2000 IPS|BATTERY BACKUP|Battery issue|WS20
PABX|NEAX® 2000 IPS|BATTERY BACKUP|Cable RJ11 loose|WS20
PABX|NEAX® 2000 IPS|BATTERY BACKUP|Cable power loose|WS20
PABX|NEAX® 2000 IPS|BATTERY BACKUP|Fuse blow|WS20
PABX|NEAX® 2000 IPS|BATTERY BACKUP|UTP cable loose / broken|WS20
PABX|NEAX® 2000 IPS|BATTERY BACKUP|No power|WS20
PABX|NEAX® 2000 IPS|BATTERY BACKUP|Power supply burst / broken|WS20
PABX|NEAX® 2000 IPS|BATTERY BACKUP|Cable phone loose|WS20
PABX|NEAX® 2000 IPS|CABLE POWER|Cordless phone broken|WS20
PABX|NEAX® 2000 IPS|CABLE POWER|Intermittent|WS20
PABX|NEAX® 2000 IPS|CABLE POWER|Connector port loose|WS20
PABX|NEAX® 2000 IPS|CABLE POWER|Battery issue|WS20
PABX|NEAX® 2000 IPS|CABLE POWER|Cable RJ11 loose|WS20
PABX|NEAX® 2000 IPS|CABLE POWER|Cable power loose|WS20
PABX|NEAX® 2000 IPS|CABLE POWER|Fuse blow|WS20
PABX|NEAX® 2000 IPS|CABLE POWER|UTP cable loose / broken|WS20
PABX|NEAX® 2000 IPS|CABLE POWER|No power|WS20
PABX|NEAX® 2000 IPS|CABLE POWER|Power supply burst / broken|WS20
PABX|NEAX® 2000 IPS|CABLE POWER|Cable phone loose|WS20
PABX|NEAX® 2000 IPS|RAINBOW CABLE|Cordless phone broken|WS20
PABX|NEAX® 2000 IPS|RAINBOW CABLE|Intermittent|WS20
PABX|NEAX® 2000 IPS|RAINBOW CABLE|Connector port loose|WS20
PABX|NEAX® 2000 IPS|RAINBOW CABLE|Battery issue|WS20
PABX|NEAX® 2000 IPS|RAINBOW CABLE|Cable RJ11 loose|WS20
PABX|NEAX® 2000 IPS|RAINBOW CABLE|Cable power loose|WS20
PABX|NEAX® 2000 IPS|RAINBOW CABLE|Fuse blow|WS20
PABX|NEAX® 2000 IPS|RAINBOW CABLE|UTP cable loose / broken|WS20
PABX|NEAX® 2000 IPS|RAINBOW CABLE|No power|WS20
PABX|NEAX® 2000 IPS|RAINBOW CABLE|Power supply burst / broken|WS20
PABX|NEAX® 2000 IPS|RAINBOW CABLE|Cable phone loose|WS20
PABX|NEAX® 2000 IPS|FUSE|Cordless phone broken|WS20
PABX|NEAX® 2000 IPS|FUSE|Intermittent|WS20
PABX|NEAX® 2000 IPS|FUSE|Connector port loose|WS20
PABX|NEAX® 2000 IPS|FUSE|Battery issue|WS20
PABX|NEAX® 2000 IPS|FUSE|Cable RJ11 loose|WS20
PABX|NEAX® 2000 IPS|FUSE|Cable power loose|WS20
PABX|NEAX® 2000 IPS|FUSE|Fuse blow|WS20
PABX|NEAX® 2000 IPS|FUSE|UTP cable loose / broken|WS20
PABX|NEAX® 2000 IPS|FUSE|No power|WS20
PABX|NEAX® 2000 IPS|FUSE|Power supply burst / broken|WS20
PABX|NEAX® 2000 IPS|FUSE|Cable phone loose|WS20
PABX|NEAX® 2000 IPS|BALUN(CONVERTER RJ45 TO BNC)|Cordless phone broken|WS20
PABX|NEAX® 2000 IPS|BALUN(CONVERTER RJ45 TO BNC)|Intermittent|WS20
PABX|NEAX® 2000 IPS|BALUN(CONVERTER RJ45 TO BNC)|Connector port loose|WS20
PABX|NEAX® 2000 IPS|BALUN(CONVERTER RJ45 TO BNC)|Battery issue|WS20
PABX|NEAX® 2000 IPS|BALUN(CONVERTER RJ45 TO BNC)|Cable RJ11 loose|WS20
PABX|NEAX® 2000 IPS|BALUN(CONVERTER RJ45 TO BNC)|Cable power loose|WS20
PABX|NEAX® 2000 IPS|BALUN(CONVERTER RJ45 TO BNC)|Fuse blow|WS20
PABX|NEAX® 2000 IPS|BALUN(CONVERTER RJ45 TO BNC)|UTP cable loose / broken|WS20
PABX|NEAX® 2000 IPS|BALUN(CONVERTER RJ45 TO BNC)|No power|WS20
PABX|NEAX® 2000 IPS|BALUN(CONVERTER RJ45 TO BNC)|Power supply burst / broken|WS20
PABX|NEAX® 2000 IPS|BALUN(CONVERTER RJ45 TO BNC)|Cable phone loose|WS20
PABX|NEAX® 2000 IPS|UTP CABLE|Cordless phone broken|WS20
PABX|NEAX® 2000 IPS|UTP CABLE|Intermittent|WS20
PABX|NEAX® 2000 IPS|UTP CABLE|Connector port loose|WS20
PABX|NEAX® 2000 IPS|UTP CABLE|Battery issue|WS20
PABX|NEAX® 2000 IPS|UTP CABLE|Cable RJ11 loose|WS20
PABX|NEAX® 2000 IPS|UTP CABLE|Cable power loose|WS20
PABX|NEAX® 2000 IPS|UTP CABLE|Fuse blow|WS20
PABX|NEAX® 2000 IPS|UTP CABLE|UTP cable loose / broken|WS20
PABX|NEAX® 2000 IPS|UTP CABLE|No power|WS20
PABX|NEAX® 2000 IPS|UTP CABLE|Power supply burst / broken|WS20
PABX|NEAX® 2000 IPS|UTP CABLE|Cable phone loose|WS20
PA - PIS|IPPA|UTP Cable|System hang|WS20
PA - PIS|IPPA|UTP Cable|NAC hang|WS20
PA - PIS|IPPA|UTP Cable|Board problem|WS20
PA - PIS|IPPA|UTP Cable|Cable loose|WS20
PA - PIS|IPPA|UTP Cable|Fan problem|WS20
PA - PIS|IPPA|UTP Cable|UTP cable loose|WS20
PA - PIS|IPPA|UTP Cable|Power supply burst|WS20
PA - PIS|IPPA|UTP Cable|Cable clip broken|WS20
PA - PIS|IPPA|UTP Cable|Outdated program|WS20
PA - PIS|IPPA|UTP Cable|PID hang|WS20
PA - PIS|IPPA|UTP Cable|System glitch|WS20
PA - PIS|IPPA|UTP Cable|Phone broken|WS20
PA - PIS|IPPA|UTP Cable|Overheating|WS20
PA - PIS|IPPA|UTP Cable|Cable connection loose|WS20
PA - PIS|IPPA|UTP Cable|PCB display faulty|WS20
PA - PIS|IPPA|UTP Cable|System error|WS20
PA - PIS|IPPA|UTP Cable|Cbale loose|WS20
PA - PIS|IPPA|UTP Cable|LED panel board issue|WS20
PA - PIS|IPPA|UTP Cable|Power supply burst/broken|WS20
PA - PIS|IPPA|UTP Cable|Fan issue|WS20
PA - PIS|IPPA|UTP Cable|Information board blank|WS20
PA - PIS|IPPA|UTP Cable|Audio speaker faulty|WS20
PA - PIS|IPPA|UTP Cable|Help point damage|WS20
PA - PIS|IPPA|UTP Cable|Network connection hang|WS20
PA - PIS|IPPA|Display panel|System hang|WS20
PA - PIS|IPPA|Display panel|NAC hang|WS20
PA - PIS|IPPA|Display panel|Board problem|WS20
PA - PIS|IPPA|Display panel|Cable loose|WS20
PA - PIS|IPPA|Display panel|Fan problem|WS20
PA - PIS|IPPA|Display panel|UTP cable loose|WS20
PA - PIS|IPPA|Display panel|Power supply burst|WS20
PA - PIS|IPPA|Display panel|Cable clip broken|WS20
PA - PIS|IPPA|Display panel|Outdated program|WS20
PA - PIS|IPPA|Display panel|PID hang|WS20
PA - PIS|IPPA|Display panel|System glitch|WS20
PA - PIS|IPPA|Display panel|Phone broken|WS20
PA - PIS|IPPA|Display panel|Overheating|WS20
PA - PIS|IPPA|Display panel|Cable connection loose|WS20
PA - PIS|IPPA|Display panel|PCB display faulty|WS20
PA - PIS|IPPA|Display panel|System error|WS20
PA - PIS|IPPA|Display panel|Cbale loose|WS20
PA - PIS|IPPA|Display panel|LED panel board issue|WS20
PA - PIS|IPPA|Display panel|Power supply burst/broken|WS20
PA - PIS|IPPA|Display panel|Fan issue|WS20
PA - PIS|IPPA|Display panel|Information board blank|WS20
PA - PIS|IPPA|Display panel|Audio speaker faulty|WS20
PA - PIS|IPPA|Display panel|Help point damage|WS20
PA - PIS|IPPA|Display panel|Network connection hang|WS20
PA - PIS|IPPA|Gooseneck|System hang|WS20
PA - PIS|IPPA|Gooseneck|NAC hang|WS20
PA - PIS|IPPA|Gooseneck|Board problem|WS20
PA - PIS|IPPA|Gooseneck|Cable loose|WS20
PA - PIS|IPPA|Gooseneck|Fan problem|WS20
PA - PIS|IPPA|Gooseneck|UTP cable loose|WS20
PA - PIS|IPPA|Gooseneck|Power supply burst|WS20
