system|sub_system|sub_sub_system|root_cause|department
INTERLOCKING SYSTEM|LINESIDE ELECTRONIC UNIT (LEU)|TRAFFIC LIGHT|Fan problem|WS20
INTERLOCKING SYSTEM|LINESIDE ELECTRONIC UNIT (LEU)|TRAFFIC LIGHT|Network switch issue|WS20
INTERLOCKING SYSTEM|LINESIDE ELECTRONIC UNIT (LEU)|TRAFFIC LIGHT|No power|WS20
INTERLOCKING SYSTEM|LINESIDE ELECTRONIC UNIT (LEU)|TRAFFIC LIGHT|Track invalid|WS20
INTERLOCKING SYSTEM|LINESIDE ELECTRONIC UNIT (LEU)|TRAFFIC LIGHT|Power supply broken / burst|WS20
INTERLOCKING SYSTEM|LINESIDE ELECTRONIC UNIT (LEU)|TRAFFIC LIGHT|Fiber cut|WS20
INTERLOCKING SYSTEM|LINESIDE ELECTRONIC UNIT (LEU)|TRAFFIC LIGHT|MESD alarm frequently occurs|WS20
INTERLOCKING SYSTEM|LINESIDE ELECTRONIC UNIT (LEU)|TRAFFIC LIGHT|Self-refresh due to system bugs|WS20
INTERLOCKING SYSTEM|LINESIDE ELECTRONIC UNIT (LEU)|TRAFFIC LIGHT|Converter korenix burnt|WS20
INTERLOCKING SYSTEM|KVM|KVM SWITCH|System intermittent|WS20
INTERLOCKING SYSTEM|KVM|KVM SWITCH|Fuse blow|WS20
INTERLOCKING SYSTEM|KVM|KVM SWITCH|Cable loose|WS20
INTERLOCKING SYSTEM|KVM|KVM SWITCH|Over voltage|WS20
INTERLOCKING SYSTEM|KVM|KVM SWITCH|Mulfuntioning during operation|WS20
INTERLOCKING SYSTEM|KVM|KVM SWITCH|Fan problem|WS20
INTERLOCKING SYSTEM|KVM|KVM SWITCH|Network switch issue|WS20
INTERLOCKING SYSTEM|KVM|KVM SWITCH|No power|WS20
INTERLOCKING SYSTEM|KVM|KVM SWITCH|Track invalid|WS20
INTERLOCKING SYSTEM|KVM|KVM SWITCH|Power supply broken / burst|WS20
INTERLOCKING SYSTEM|KVM|KVM SWITCH|Fiber cut|WS20
INTERLOCKING SYSTEM|KVM|KVM SWITCH|MESD alarm frequently occurs|WS20
INTERLOCKING SYSTEM|KVM|KVM SWITCH|Self-refresh due to system bugs|WS20
INTERLOCKING SYSTEM|KVM|KVM SWITCH|Converter korenix burnt|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|System intermittent|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Fuse blow|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Cable loose|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Over voltage|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Mulfuntioning during operation|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Fan problem|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Network switch issue|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|No power|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Track invalid|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Power supply broken / burst|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Fiber cut|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|MESD alarm frequently occurs|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Self-refresh due to system bugs|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Converter korenix burnt|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|System intermittent|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Fuse blow|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Cable loose|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Over voltage|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Mulfuntioning during operation|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Fan problem|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Network switch issue|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|No power|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Track invalid|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Power supply broken / burst|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Fiber cut|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|MESD alarm frequently occurs|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Self-refresh due to system bugs|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Converter korenix burnt|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|System intermittent|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Fuse blow|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Cable loose|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Over voltage|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Mulfuntioning during operation|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Fan problem|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Network switch issue|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|No power|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Track invalid|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Power supply broken / burst|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Fiber cut|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|MESD alarm frequently occurs|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Self-refresh due to system bugs|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Converter korenix burnt|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|System intermittent|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Fuse blow|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Cable loose|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Over voltage|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Mulfuntioning during operation|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Fan problem|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Network switch issue|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|No power|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Track invalid|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Power supply broken / burst|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Fiber cut|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|MESD alarm frequently occurs|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Self-refresh due to system bugs|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Converter korenix burnt|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|System intermittent|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Fuse blow|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Cable loose|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Over voltage|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Mulfuntioning during operation|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Fan problem|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Network switch issue|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|No power|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Track invalid|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Power supply broken / burst|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Fiber cut|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|MESD alarm frequently occurs|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Self-refresh due to system bugs|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Converter korenix burnt|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|System intermittent|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Fuse blow|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Cable loose|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Over voltage|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Mulfuntioning during operation|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Fan problem|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Network switch issue|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|No power|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Track invalid|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Power supply broken / burst|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Fiber cut|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|MESD alarm frequently occurs|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Self-refresh due to system bugs|WS20
INTERLOCKING SYSTEM|Optical Fiber|Optical Distribution Frame (ODF)|Converter korenix burnt|WS20
INTERLOCKING SYSTEM|MESD|LSC|System intermittent|WS20
INTERLOCKING SYSTEM|MESD|LSC|Fuse blow|WS20
INTERLOCKING SYSTEM|MESD|LSC|Cable loose|WS20
INTERLOCKING SYSTEM|MESD|LSC|Over voltage|WS20
INTERLOCKING SYSTEM|MESD|LSC|Mulfuntioning during operation|WS20
INTERLOCKING SYSTEM|MESD|LSC|Fan problem|WS20
INTERLOCKING SYSTEM|MESD|LSC|Network switch issue|WS20
INTERLOCKING SYSTEM|MESD|LSC|No power|WS20
INTERLOCKING SYSTEM|MESD|LSC|Track invalid|WS20
INTERLOCKING SYSTEM|MESD|LSC|Power supply broken / burst|WS20
INTERLOCKING SYSTEM|MESD|LSC|Fiber cut|WS20
INTERLOCKING SYSTEM|MESD|LSC|MESD alarm frequently occurs|WS20
INTERLOCKING SYSTEM|MESD|LSC|Self-refresh due to system bugs|WS20
INTERLOCKING SYSTEM|MESD|LSC|Converter korenix burnt|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|POWER SUPPLY UNIT|System intermittent|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|POWER SUPPLY UNIT|Fuse blow|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|POWER SUPPLY UNIT|Cable loose|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|POWER SUPPLY UNIT|Over voltage|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|POWER SUPPLY UNIT|Mulfuntioning during operation|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|POWER SUPPLY UNIT|Fan problem|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|POWER SUPPLY UNIT|Network switch issue|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|POWER SUPPLY UNIT|No power|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|POWER SUPPLY UNIT|Track invalid|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|POWER SUPPLY UNIT|Power supply broken / burst|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|POWER SUPPLY UNIT|Fiber cut|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|POWER SUPPLY UNIT|MESD alarm frequently occurs|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|POWER SUPPLY UNIT|Self-refresh due to system bugs|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|POWER SUPPLY UNIT|Converter korenix burnt|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Power Supply Unit card|System intermittent|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Power Supply Unit card|Fuse blow|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Power Supply Unit card|Cable loose|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Power Supply Unit card|Over voltage|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Power Supply Unit card|Mulfuntioning during operation|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Power Supply Unit card|Fan problem|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Power Supply Unit card|Network switch issue|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Power Supply Unit card|No power|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Power Supply Unit card|Track invalid|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Power Supply Unit card|Power supply broken / burst|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Power Supply Unit card|Fiber cut|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Power Supply Unit card|MESD alarm frequently occurs|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Power Supply Unit card|Self-refresh due to system bugs|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Power Supply Unit card|Converter korenix burnt|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|CPU Card|System intermittent|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|CPU Card|Fuse blow|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|CPU Card|Cable loose|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|CPU Card|Over voltage|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|CPU Card|Mulfuntioning during operation|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|CPU Card|Fan problem|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|CPU Card|Network switch issue|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|CPU Card|No power|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|CPU Card|Track invalid|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|CPU Card|Power supply broken / burst|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|CPU Card|Fiber cut|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|CPU Card|MESD alarm frequently occurs|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|CPU Card|Self-refresh due to system bugs|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|CPU Card|Converter korenix burnt|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input Card 32|System intermittent|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input Card 32|Fuse blow|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input Card 32|Cable loose|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input Card 32|Over voltage|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input Card 32|Mulfuntioning during operation|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input Card 32|Fan problem|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input Card 32|Network switch issue|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input Card 32|No power|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input Card 32|Track invalid|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input Card 32|Power supply broken / burst|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input Card 32|Fiber cut|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input Card 32|MESD alarm frequently occurs|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input Card 32|Self-refresh due to system bugs|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input Card 32|Converter korenix burnt|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input / Output Card 24/16|System intermittent|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input / Output Card 24/16|Fuse blow|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input / Output Card 24/16|Cable loose|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input / Output Card 24/16|Over voltage|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input / Output Card 24/16|Mulfuntioning during operation|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input / Output Card 24/16|Fan problem|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input / Output Card 24/16|Network switch issue|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input / Output Card 24/16|No power|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input / Output Card 24/16|Track invalid|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input / Output Card 24/16|Power supply broken / burst|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input / Output Card 24/16|Fiber cut|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input / Output Card 24/16|MESD alarm frequently occurs|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input / Output Card 24/16|Self-refresh due to system bugs|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Digital Input / Output Card 24/16|Converter korenix burnt|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Safety Relay|System intermittent|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Safety Relay|Fuse blow|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Safety Relay|Cable loose|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Safety Relay|Over voltage|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Safety Relay|Mulfuntioning during operation|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Safety Relay|Fan problem|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Safety Relay|Network switch issue|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Safety Relay|No power|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Safety Relay|Track invalid|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Safety Relay|Power supply broken / burst|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Safety Relay|Fiber cut|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Safety Relay|MESD alarm frequently occurs|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Safety Relay|Self-refresh due to system bugs|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Safety Relay|Converter korenix burnt|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Non Safety Relay|System intermittent|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Non Safety Relay|Fuse blow|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Non Safety Relay|Cable loose|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Non Safety Relay|Over voltage|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Non Safety Relay|Mulfuntioning during operation|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Non Safety Relay|Fan problem|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Non Safety Relay|Network switch issue|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Non Safety Relay|No power|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Non Safety Relay|Track invalid|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Non Safety Relay|Power supply broken / burst|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Non Safety Relay|Fiber cut|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Non Safety Relay|MESD alarm frequently occurs|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Non Safety Relay|Self-refresh due to system bugs|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|Non Safety Relay|Converter korenix burnt|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|RELAY|System intermittent|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|RELAY|Fuse blow|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|RELAY|Cable loose|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|RELAY|Over voltage|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|RELAY|Mulfuntioning during operation|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|RELAY|Fan problem|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|RELAY|Network switch issue|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|RELAY|No power|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|RELAY|Track invalid|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|RELAY|Power supply broken / burst|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|RELAY|Fiber cut|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|RELAY|MESD alarm frequently occurs|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|RELAY|Self-refresh due to system bugs|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|RELAY|Converter korenix burnt|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|EARTH LEAKAGE DETECTOR|System intermittent|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|EARTH LEAKAGE DETECTOR|Fuse blow|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|EARTH LEAKAGE DETECTOR|Cable loose|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|EARTH LEAKAGE DETECTOR|Over voltage|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|EARTH LEAKAGE DETECTOR|Mulfuntioning during operation|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|EARTH LEAKAGE DETECTOR|Fan problem|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|EARTH LEAKAGE DETECTOR|Network switch issue|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|EARTH LEAKAGE DETECTOR|No power|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|EARTH LEAKAGE DETECTOR|Track invalid|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|EARTH LEAKAGE DETECTOR|Power supply broken / burst|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|EARTH LEAKAGE DETECTOR|Fiber cut|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|EARTH LEAKAGE DETECTOR|MESD alarm frequently occurs|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|EARTH LEAKAGE DETECTOR|Self-refresh due to system bugs|WS20
INTERLOCKING SYSTEM|HIMA MATRIX|EARTH LEAKAGE DETECTOR|Converter korenix burnt|WS20
CTC System|KVM Switch|Power Adapter|System intermittent|WS20
CTC System|KVM Switch|Power Adapter|Network cable loose|WS20
CTC System|KVM Switch|Power Adapter|Cable RJ45 problem|WS20
CTC System|KVM Switch|Power Adapter|Power cable loose|WS20
CTC System|KVM Switch|Power Adapter|Power supply faulty|WS20
CTC System|KVM Switch|Power Adapter|Self-refresh due to system bugs|WS20
CTC System|KVM Switch|Power Adapter|TNB power failure|WS20
CTC System|KVM Switch|Power Adapter|Train TAG problem|WS20
CTC System|KVM Switch|Power Adapter|Surge arrestor problem|WS20
CTC System|KVM Switch|Power Adapter|Fiber optic problem|WS20
CTC System|KVM Switch|Power Adapter|Power adapter issue|WS20
CTC System|KVM Switch|Power Adapter|KVM converter issue|WS20
CTC System|KVM Switch|Power Adapter|Power adapter problem|WS20
CTC System|KVM Switch|Power Adapter|VGA cable loose|WS20
CTC System|KVM Switch|Power Adapter|No power|WS20
CTC System|KVM Switch|KVM converter|System intermittent|WS20
CTC System|KVM Switch|KVM converter|Network cable loose|WS20
CTC System|KVM Switch|KVM converter|Cable RJ45 problem|WS20
CTC System|KVM Switch|KVM converter|Power cable loose|WS20
CTC System|KVM Switch|KVM converter|Power supply faulty|WS20
CTC System|KVM Switch|KVM converter|Self-refresh due to system bugs|WS20
CTC System|KVM Switch|KVM converter|TNB power failure|WS20
CTC System|KVM Switch|KVM converter|Train TAG problem|WS20
CTC System|KVM Switch|KVM converter|Surge arrestor problem|WS20
CTC System|KVM Switch|KVM converter|Fiber optic problem|WS20
CTC System|KVM Switch|KVM converter|Power adapter issue|WS20
CTC System|KVM Switch|KVM converter|KVM converter issue|WS20
CTC System|KVM Switch|KVM converter|Power adapter problem|WS20
CTC System|KVM Switch|KVM converter|VGA cable loose|WS20
CTC System|KVM Switch|KVM converter|No power|WS20
CTC System|KVM Switch|KVM converter CTC Backup|System intermittent|WS20
CTC System|KVM Switch|KVM converter CTC Backup|Network cable loose|WS20
CTC System|KVM Switch|KVM converter CTC Backup|Cable RJ45 problem|WS20
CTC System|KVM Switch|KVM converter CTC Backup|Power cable loose|WS20
CTC System|KVM Switch|KVM converter CTC Backup|Power supply faulty|WS20
CTC System|KVM Switch|KVM converter CTC Backup|Self-refresh due to system bugs|WS20
CTC System|KVM Switch|KVM converter CTC Backup|TNB power failure|WS20
CTC System|KVM Switch|KVM converter CTC Backup|Train TAG problem|WS20
CTC System|KVM Switch|KVM converter CTC Backup|Surge arrestor problem|WS20
CTC System|KVM Switch|KVM converter CTC Backup|Fiber optic problem|WS20
CTC System|KVM Switch|KVM converter CTC Backup|Power adapter issue|WS20
CTC System|KVM Switch|KVM converter CTC Backup|KVM converter issue|WS20
CTC System|KVM Switch|KVM converter CTC Backup|Power adapter problem|WS20
CTC System|KVM Switch|KVM converter CTC Backup|VGA cable loose|WS20
CTC System|KVM Switch|KVM converter CTC Backup|No power|WS20
CTC System|KVM Switch|Network Cable|System intermittent|WS20
CTC System|KVM Switch|Network Cable|Network cable loose|WS20
CTC System|KVM Switch|Network Cable|Cable RJ45 problem|WS20
CTC System|KVM Switch|Network Cable|Power cable loose|WS20
CTC System|KVM Switch|Network Cable|Power supply faulty|WS20
CTC System|KVM Switch|Network Cable|Self-refresh due to system bugs|WS20
CTC System|KVM Switch|Network Cable|TNB power failure|WS20
CTC System|KVM Switch|Network Cable|Train TAG problem|WS20
CTC System|KVM Switch|Network Cable|Surge arrestor problem|WS20
CTC System|KVM Switch|Network Cable|Fiber optic problem|WS20
CTC System|KVM Switch|Network Cable|Power adapter issue|WS20
CTC System|KVM Switch|Network Cable|KVM converter issue|WS20
CTC System|KVM Switch|Network Cable|Power adapter problem|WS20
CTC System|KVM Switch|Network Cable|VGA cable loose|WS20
CTC System|KVM Switch|Network Cable|No power|WS20
CTC System|KVM Switch|VGA Cable|System intermittent|WS20
CTC System|KVM Switch|VGA Cable|Network cable loose|WS20
CTC System|KVM Switch|VGA Cable|Cable RJ45 problem|WS20
CTC System|KVM Switch|VGA Cable|Power cable loose|WS20
CTC System|KVM Switch|VGA Cable|Power supply faulty|WS20
